id,year,state_name,state_code,district_name,district_code,registration_circles,rape,attempt_to_commit_rape,kidnapping_and_abduction,dowry_deaths,assault_on_women,insult_to_the_modesty_of_women,cruelty_by_husband_relatives,importation_of_girls_from_foreign,abetment_of_suicides_of_women,dowry_prohibition,indecent_representation_of_women,protection_of_women_from_domestic_violence,immoral_traffic_prevention,acid_attack,attempt_to_acid_attack,deaths_caused_with_intent_to_cause_miscarriage,causing_miscarriage_without_consent_of_women,human_trafficking,un_natural_offences
270,2016,Jharkhand,20,Dhanbad,325,Dhanbad Railway,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0
271,2016,Jharkhand,20,Dumka,326,Dumka,27,6,10,14,14,0,25,0,0,21,0,0,0,0,0,0,0,0,0
272,2016,Jharkhand,20,Garhwa,328,Garhwa,48,13,5,15,47,0,51,0,0,110,0,0,0,0,0,0,0,0,0
273,2016,Jharkhand,20,Giridih,329,Giridih,60,17,82,34,27,0,70,0,0,128,0,0,0,0,0,0,0,0,0
274,2016,Jharkhand,20,Godda,330,Godda,46,0,20,3,0,0,18,0,0,78,0,0,0,0,0,0,0,0,0
275,2016,Jharkhand,20,Gumla,331,Gumla,54,3,14,3,12,0,7,0,3,20,0,0,0,0,0,0,0,55,0
276,2016,Jharkhand,20,Hazaribagh,332,Hazaribagh,54,12,37,13,22,0,41,0,0,129,0,0,0,0,0,0,0,0,0
277,2016,Jharkhand,20,East Singhbum,327,Jamshedpur,67,15,60,20,40,0,98,0,0,131,0,0,0,0,0,0,0,0,0
278,2016,Jharkhand,20,East Singhbum,327,Jamshedpur Railway,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
279,2016,Jharkhand,20,Jamtara,333,Jamtara,19,13,31,9,62,0,57,0,0,60,0,0,0,0,0,0,0,0,0
280,2016,Jharkhand,20,Khunti,606,Khunti,21,0,4,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0
281,2016,Jharkhand,20,Koderma,334,Koderma,14,0,16,12,0,0,19,0,0,28,0,0,0,0,0,0,0,0,0
282,2016,Jharkhand,20,Latehar,335,Latehar,25,0,17,4,10,0,10,0,0,15,0,0,0,0,0,0,0,1,0
283,2016,Jharkhand,20,Lohardaga,336,Lohardagga,46,0,7,5,14,0,10,0,0,31,0,0,0,0,0,0,0,0,0
284,2016,Jharkhand,20,Pakur,337,Pakur,43,9,3,3,41,0,63,0,0,24,0,0,0,0,0,0,0,1,0
285,2016,Jharkhand,20,Palamu,338,Palamu,26,2,6,33,12,0,19,0,0,45,0,0,0,0,0,0,0,0,0
286,2016,Jharkhand,20,Ramgarh,607,Ramgarh,17,14,11,8,40,0,15,0,0,58,0,0,0,0,0,0,0,0,0
287,2016,Jharkhand,20,Ranchi,339,Ranchi,103,0,54,6,0,0,38,0,0,39,0,0,0,0,0,0,0,56,0
288,2016,Jharkhand,20,Sahebganj,340,Sahebganj,53,15,20,2,10,0,109,0,0,21,0,0,0,0,0,0,0,0,0
331,2016,Kerala,32,Kannur,557,Kannur,76,6,11,1,164,15,255,0,0,0,0,1,1,0,0,0,0,0,0
289,2016,Jharkhand,20,Saraikela Kharsawan,341,Saraikela,28,2,7,8,33,9,37,0,0,16,0,0,0,0,0,0,0,1,0
290,2016,Jharkhand,20,Simdega,342,Simdega,28,0,6,2,0,0,20,0,0,0,0,0,0,0,0,0,0,18,0
291,2016,Karnataka,29,Bagalkote,524,Bagalkot,27,0,20,3,101,0,54,0,0,5,0,0,1,0,0,0,0,0,0
292,2016,Karnataka,29,Bengaluru Urban,525,Bengaluru City,321,3,674,57,820,51,489,0,76,727,0,0,152,0,0,0,1,4,0
293,2016,Karnataka,29,Bengaluru Urban,525,Bengaluru District,59,0,174,6,124,0,101,0,0,26,0,0,5,0,0,0,0,0,0
294,2016,Karnataka,29,Belagavi,527,Belagavi District,65,0,44,2,180,3,130,0,13,19,0,0,1,0,0,0,0,0,1
295,2016,Karnataka,29,Ballari,528,Ballari,62,0,40,9,126,6,46,0,0,78,0,0,9,0,0,0,0,0,0
296,2016,Karnataka,29,Bidar,529,Bidar,17,4,27,8,78,5,89,0,11,20,0,0,7,0,0,0,0,0,0
297,2016,Karnataka,29,Vijayapura,530,Vijayapura,50,0,5,3,102,3,114,0,1,4,0,0,6,0,0,0,0,0,0
298,2016,Karnataka,29,Chikkaballapura,630,Chikkaballapura,73,0,39,6,63,0,21,0,0,26,0,0,7,0,0,0,0,0,0
299,2016,Karnataka,29,Chamarajanagara,531,Chamarajnagar,20,1,16,3,123,0,16,0,0,5,0,0,0,0,0,0,0,0,0
300,2016,Karnataka,29,Chikkamagaluru,532,Chikkamagaluru,50,0,36,5,209,2,74,0,8,24,0,0,2,1,1,0,0,0,0
301,2016,Karnataka,29,Chitradurga,533,Chitradurga,32,0,64,12,239,2,55,0,10,46,0,0,5,1,0,0,0,0,0
302,2016,Karnataka,29,Dakshina Kannada,534,Dakshina Kannada,34,0,9,0,65,5,19,0,5,13,0,0,0,0,0,0,0,0,0
303,2016,Karnataka,29,Davangere,535,Davanagere,42,0,60,3,182,0,62,0,0,43,0,0,2,0,0,0,0,0,0
304,2016,Karnataka,29,Dharwad,536,Dharwad,13,0,15,1,29,0,29,0,1,1,0,0,0,0,0,0,0,0,0
305,2016,Karnataka,29,Gadag,537,Gadag,23,0,23,0,47,0,25,0,0,7,0,0,2,0,0,0,0,0,0
306,2016,Karnataka,29,Kalaburagi,538,Kalaburgi,57,3,22,7,130,10,111,0,2,35,0,0,7,0,0,0,0,0,0
307,2016,Karnataka,29,Hassan,539,Hassan,49,0,60,10,253,0,95,0,0,32,0,0,5,0,0,0,0,0,0
308,2016,Karnataka,29,Haveri,540,Haveri,40,0,10,3,67,0,33,0,17,22,0,0,2,0,0,0,0,0,0
309,2016,Karnataka,29,Dharwad,536,Hubballi Dharwad City,19,0,24,0,49,4,45,0,3,0,0,0,14,0,0,0,0,2,0
310,2016,Karnataka,29,Belagavi,527,K.G.F.,12,1,6,3,20,2,3,0,0,20,0,0,0,0,0,0,0,0,0
311,2016,Karnataka,29,Kodagu,541,Kodagu,23,0,16,1,58,0,19,0,0,1,0,0,2,0,0,0,0,0,0
312,2016,Karnataka,29,Kolar,542,Kolar,28,0,33,4,47,0,12,0,0,23,0,0,0,0,0,0,0,0,0
313,2016,Karnataka,29,Koppal,543,Koppal,35,0,27,2,81,4,49,0,0,7,0,0,1,0,0,0,0,0,0
314,2016,Karnataka,29,Mandya,544,Mandya,48,4,69,9,401,2,104,0,12,58,0,0,12,0,0,0,0,0,0
315,2016,Karnataka,29,Dakshina Kannada,534,Mangaluru City,28,0,25,0,122,10,38,0,0,44,0,0,22,0,0,0,0,0,0
316,2016,Karnataka,29,Mysuru,545,Mysuru City,50,0,70,6,125,4,29,0,0,99,0,0,22,0,0,0,0,0,0
317,2016,Karnataka,29,Mysuru,545,Mysuru District,45,0,46,5,187,3,72,0,0,15,0,0,1,0,0,0,0,0,0
318,2016,Karnataka,29,Raichur,546,Raichur,46,0,36,9,218,5,117,0,6,71,0,0,1,0,1,0,1,2,0
319,2016,Karnataka,29,Bengaluru Urban,525,K.Railways,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,2016,Karnataka,29,Ramanagara,631,Ramanagara,30,0,55,9,174,15,63,0,0,61,0,0,4,0,0,0,0,0,0
321,2016,Karnataka,29,Shivamogga,547,Shimoga,103,0,51,11,378,4,186,0,12,0,0,0,5,0,0,0,0,1,0
322,2016,Karnataka,29,Tumakuru,548,Tumakuru,48,0,61,22,76,3,68,0,14,72,0,0,15,0,0,0,0,2,0
323,2016,Karnataka,29,Udupi,549,Udupi,30,0,9,1,112,7,42,0,2,12,0,0,2,0,0,0,0,0,0
324,2016,Karnataka,29,Uttara Kannada,550,Uttara Kannada,29,0,28,3,99,6,39,0,9,21,0,0,3,0,0,0,0,0,0
325,2016,Karnataka,29,Yadgir,635,Yadgiri,24,0,8,8,117,0,42,0,3,19,0,0,1,0,0,0,0,0,0
326,2016,Karnataka,29,Belagavi,527,Belagavi City,21,0,19,3,53,4,65,0,13,42,0,0,5,0,0,0,0,0,0
327,2016,Kerala,32,Alappuzha,554,Alapuzha,97,6,15,3,194,15,138,0,3,0,0,13,2,2,0,0,0,0,1
328,2016,Kerala,32,Ernakulam,555,Ernakulam Commr.,62,0,8,1,162,23,111,0,0,0,0,2,14,0,0,0,0,6,0
329,2016,Kerala,32,Ernakulam,555,Ernakulam Rural,112,4,11,0,207,46,146,0,0,0,1,15,7,0,0,0,0,0,0
330,2016,Kerala,32,Idukki,556,Idukki,87,2,2,0,198,11,158,0,0,0,0,5,1,0,0,0,0,0,0
332,2016,Kerala,32,Kasaragod,558,Kasargod,73,0,12,1,165,20,131,0,1,0,0,1,0,1,0,0,0,1,0
333,2016,Kerala,32,Kollam,559,Kollam Commr.,76,0,10,3,180,17,182,0,0,1,0,12,5,0,0,0,0,0,0
334,2016,Kerala,32,Kollam,559,Kollam Rural,79,0,7,1,262,14,166,0,2,0,0,4,0,2,0,0,0,0,0
335,2016,Kerala,32,Kottayam,560,Kottayam,87,1,6,1,212,28,127,0,0,0,0,8,1,0,0,0,0,5,0
336,2016,Kerala,32,Kozhikode,561,Kozhikode Commr.,52,0,6,2,109,19,161,0,0,0,0,1,1,0,0,0,0,0,0
337,2016,Kerala,32,Kozhikode,561,Kozhikode Rural,61,6,12,0,245,12,275,0,4,0,0,1,0,1,0,0,0,0,0
338,2016,Kerala,32,Malappuram,562,Malappuram,160,1,9,1,275,20,436,0,0,1,0,8,3,0,0,0,0,0,2
339,2016,Kerala,32,Palakkad,563,Palakkad,122,0,12,3,126,11,267,0,3,0,0,1,1,1,0,0,0,1,0
340,2016,Kerala,32,Pathanamthitta,564,Pathanamthitta,82,0,0,1,202,7,79,0,0,0,0,6,0,0,0,0,0,0,0
341,2016,Kerala,32,Thiruvananthapuram,565,Railways,0,1,1,0,36,7,0,0,0,0,0,0,0,0,0,0,0,3,0
342,2016,Kerala,32,Thrissur,566,Thrissur Commr.,46,1,2,1,67,10,67,0,0,0,0,2,4,0,0,0,0,1,0
343,2016,Kerala,32,Thrissur,566,Thrissur Rural,96,4,7,2,258,13,281,0,2,0,0,3,2,0,0,0,0,0,0
344,2016,Kerala,32,Thiruvananthapuram,565,Trivandrum Commr.,66,2,7,1,250,20,117,0,0,1,1,19,65,0,0,0,0,0,0
345,2016,Kerala,32,Thiruvananthapuram,565,Trivandrum Rural,138,5,18,3,540,12,262,0,5,0,0,8,4,1,0,0,0,1,10
346,2016,Kerala,32,Wayanad,567,Wayanadu,82,3,10,0,177,8,96,0,1,0,0,1,2,1,0,0,0,0,0
347,2016,Kerala,32,Thiruvananthapuram,565,Crime Branch,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
348,2016,Madhya Pradesh,23,Agar Malwa,667,Agar,34,0,8,3,76,12,28,0,2,0,0,0,0,0,0,0,0,0,0
349,2016,Madhya Pradesh,23,Alirajpur,639,Alirajpur,52,0,25,0,30,2,8,0,10,0,0,0,0,0,0,0,0,0,0
350,2016,Madhya Pradesh,23,Anuppur,390,Anuppur,72,4,74,4,82,3,86,0,7,0,0,0,0,0,0,0,0,0,0
351,2016,Madhya Pradesh,23,Ashoknagar,391,Ashok Nagar,77,5,42,5,188,2,99,0,0,1,0,0,0,0,0,0,0,0,0
352,2016,Madhya Pradesh,23,Balaghat,392,Balaghat,126,2,97,6,131,6,113,0,9,2,0,0,2,0,0,0,0,0,1
353,2016,Madhya Pradesh,23,Barwani,393,Barwani,76,0,28,3,65,5,26,0,11,0,0,0,0,0,0,0,0,0,0
354,2016,Madhya Pradesh,23,Betul,394,Betul,97,2,128,13,139,7,126,0,0,1,0,1,0,0,0,0,0,0,0
355,2016,Madhya Pradesh,23,Bhind,395,Bhind,54,2,94,31,113,5,111,0,10,1,0,0,0,0,0,0,0,0,0
356,2016,Madhya Pradesh,23,Bhopal,396,Bhopal,286,3,274,26,438,8,355,0,0,4,0,0,0,0,0,0,0,1,0
357,2016,Madhya Pradesh,23,Bhopal,396,Bhopal Railway,11,0,8,0,27,0,2,0,0,0,0,0,0,0,0,0,0,0,0
358,2016,Madhya Pradesh,23,Burhanpur,397,Burhanpur,24,0,17,3,64,0,12,0,12,0,0,0,0,0,0,0,0,0,0
359,2016,Madhya Pradesh,23,Chhatarpur,398,Chhatarpur,56,6,112,23,212,2,76,0,0,1,0,0,0,0,0,0,0,1,0
360,2016,Madhya Pradesh,23,Chhindwara,399,Chhindwara,160,0,184,8,236,12,157,0,36,0,0,0,0,0,0,0,0,0,1
361,2016,Madhya Pradesh,23,Damoh,400,Damoh,36,0,103,20,162,0,134,0,11,0,0,0,0,0,0,0,0,0,0
362,2016,Madhya Pradesh,23,Datia,401,Datia,25,0,31,5,92,0,34,0,6,0,0,0,0,0,0,0,0,0,0
363,2016,Madhya Pradesh,23,Dewas,402,Dewas,126,4,63,17,224,19,289,0,10,3,0,84,0,0,0,0,0,3,0
364,2016,Madhya Pradesh,23,Dhar,403,Dhar,189,2,146,9,195,10,58,0,25,0,0,0,0,0,0,0,0,1,0
365,2016,Madhya Pradesh,23,Dindori,404,Dindori,82,0,40,3,113,1,86,0,7,0,0,0,0,0,0,0,0,0,0
366,2016,Madhya Pradesh,23,Guna,406,Guna,87,1,55,7,193,7,96,0,0,2,0,0,0,0,0,0,0,0,0
367,2016,Madhya Pradesh,23,Gwalior,407,Gwalior,155,0,134,30,268,3,406,0,11,2,0,0,2,0,0,0,0,1,2
368,2016,Madhya Pradesh,23,Harda,408,Harda,73,0,65,1,72,1,51,0,5,0,0,0,0,0,0,0,0,2,0
369,2016,Madhya Pradesh,23,Narmadapuram,409,Hoshangabad,89,1,72,12,150,3,91,0,5,0,0,0,0,0,0,0,0,0,0
370,2016,Madhya Pradesh,23,Indore,410,Indore,236,2,264,28,326,107,308,0,33,0,0,1,8,1,0,0,0,1,1
371,2016,Madhya Pradesh,23,Indore,410,Indore Railway,5,0,1,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0
372,2016,Madhya Pradesh,23,Jabalpur,411,Jabalpur,194,3,283,15,315,23,147,0,26,1,0,0,0,0,0,0,0,0,3
373,2016,Madhya Pradesh,23,Jabalpur,411,Jabalpur Railway,2,0,6,1,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0
374,2016,Madhya Pradesh,23,Jhabua,412,Jhabua,111,0,152,1,123,0,38,0,13,0,0,0,0,0,0,0,0,0,0
375,2016,Madhya Pradesh,23,Katni,413,Katni,84,0,87,10,146,2,42,0,11,0,0,0,0,0,0,0,0,1,0
376,2016,Madhya Pradesh,23,Indore,410,Khandwa,84,0,85,1,203,6,55,0,10,0,0,0,0,0,0,0,0,1,0
377,2016,Madhya Pradesh,23,Khargone,414,Khargone,136,0,74,2,218,4,42,0,15,0,0,0,0,0,0,0,0,0,0
378,2016,Madhya Pradesh,23,Mandla,415,Mandla,62,0,62,2,79,3,53,0,6,0,0,0,0,0,0,0,0,0,0
379,2016,Madhya Pradesh,23,Mandsaur,416,Mandsaur,61,0,70,9,134,0,105,0,15,0,0,0,0,0,0,0,0,0,0
380,2016,Madhya Pradesh,23,Morena,417,Morena,78,0,53,32,142,3,206,0,19,0,0,0,0,0,0,0,0,0,0
381,2016,Madhya Pradesh,23,Narsinghpur,418,Narsinghpur,91,0,67,19,213,3,143,0,16,0,0,0,0,0,0,0,0,1,0
382,2016,Madhya Pradesh,23,Neemuch,419,Neemuch,48,0,27,3,90,0,28,0,0,0,0,0,0,0,0,0,0,8,0
383,2016,Madhya Pradesh,23,Panna,420,Panna,25,0,58,22,72,0,38,0,9,0,0,0,0,0,0,0,0,0,0
384,2016,Madhya Pradesh,23,Raisen,421,Raisen,113,2,89,17,171,5,21,0,13,0,0,0,0,0,0,0,0,0,0
385,2016,Madhya Pradesh,23,Rajgarh,422,Rajgarh,84,5,78,6,256,6,308,0,12,0,0,0,0,0,0,0,0,3,0
386,2016,Madhya Pradesh,23,Ratlam,423,Ratlam,100,0,181,8,246,14,272,0,34,0,0,0,1,0,0,0,0,1,0
387,2016,Madhya Pradesh,23,Rewa,424,Rewa,137,0,200,32,143,0,93,0,0,2,0,0,0,0,0,0,0,0,1
388,2016,Madhya Pradesh,23,Sagar,425,Sagar,174,5,126,28,409,6,233,0,19,0,0,0,1,1,0,0,0,3,1
389,2016,Madhya Pradesh,23,Satna,426,Satna,139,1,160,30,152,0,110,0,17,0,0,0,0,0,0,0,0,0,0
390,2016,Madhya Pradesh,23,Seoni,428,Seoni,63,1,121,17,152,10,152,0,14,1,0,0,0,0,0,0,0,2,0
391,2016,Madhya Pradesh,23,Shahdol,429,Shahdol,86,0,130,8,172,4,284,0,18,2,0,0,0,0,0,0,0,1,0
392,2016,Madhya Pradesh,23,Shajapur,430,Shajapur,60,1,35,7,133,5,72,0,3,0,0,1,0,1,0,0,0,0,0
393,2016,Madhya Pradesh,23,Sheopur,431,Sheopur,21,0,15,4,52,0,27,0,0,0,0,0,0,0,0,0,0,0,0
394,2016,Madhya Pradesh,23,Shivpuri,432,Shivpuri,102,0,78,15,226,6,121,0,10,1,0,0,4,0,0,0,0,0,0
395,2016,Madhya Pradesh,23,Sidhi,433,Sidhi,41,0,96,21,100,5,42,0,8,0,0,0,0,0,0,0,0,1,0
396,2016,Madhya Pradesh,23,Sehore,427,Sehore,92,1,67,13,174,8,182,0,11,1,0,0,0,1,0,0,0,0,0
397,2016,Madhya Pradesh,23,Singrauli,638,Singrauli,83,0,54,17,73,2,156,0,20,0,0,3,0,0,0,0,0,2,0
398,2016,Madhya Pradesh,23,Tikamgarh,434,Tikamgarh,110,3,70,11,184,0,90,0,8,1,0,0,0,0,0,0,0,0,0
399,2016,Madhya Pradesh,23,Ujjain,435,Ujjain,136,5,181,4,310,20,256,0,15,0,0,0,2,0,0,0,0,1,0
400,2016,Madhya Pradesh,23,Umaria,436,Umaria,14,0,41,7,74,0,46,0,0,0,0,0,0,0,0,0,0,0,0
401,2016,Madhya Pradesh,23,Vidisha,437,Vidisha,123,2,93,10,329,5,149,0,13,0,0,0,0,0,0,0,0,0,1
402,2016,Madhya Pradesh,23,Bhopal,396,Cyber Cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,2016,Maharashtra,27,Ahmednagar,466,Ahmednagar,139,0,179,4,429,11,213,0,60,0,0,0,2,0,0,0,0,0,0
404,2016,Maharashtra,27,Akola,467,Akola,68,2,56,4,177,2,147,0,13,0,0,0,0,0,0,0,0,0,0
405,2016,Maharashtra,27,Amravati,468,Amravati Commr.,55,1,63,1,233,8,178,0,9,0,0,0,0,0,0,0,0,0,0
406,2016,Maharashtra,27,Amravati,468,Amravati Rural,110,0,98,3,351,4,226,0,29,1,0,0,0,0,0,0,0,0,0
407,2016,Maharashtra,27,Aurangabad,469,Aurangabad Commr.,90,0,119,6,471,8,300,0,0,0,0,0,3,0,0,0,0,1,0
408,2016,Maharashtra,27,Aurangabad,469,Aurangabad Rural,62,0,48,17,213,5,234,0,20,0,0,0,0,0,0,0,0,0,0
409,2016,Maharashtra,27,Beed,470,Beed,57,0,74,12,225,2,343,0,25,0,0,0,3,0,0,0,0,0,1
410,2016,Maharashtra,27,Bhandara,471,Bhandara,48,1,51,2,98,15,35,0,8,7,0,0,1,0,0,0,0,0,0
411,2016,Maharashtra,27,Buldhana,472,Buldhana,54,0,50,10,266,15,89,0,30,1,0,0,0,0,0,0,0,0,0
412,2016,Maharashtra,27,Chandrapur,473,Chandrapur,92,0,79,5,207,69,128,0,14,2,0,0,1,0,0,0,0,0,0
413,2016,Maharashtra,27,Dhule,474,Dhule,36,0,54,5,101,10,193,0,19,0,0,0,0,0,0,0,0,0,1
414,2016,Maharashtra,27,Gadchiroli,475,Gadchiroli,35,1,23,2,48,6,10,0,8,0,0,0,0,0,0,0,0,1,0
415,2016,Maharashtra,27,Gondia,476,Gondia,49,0,49,2,111,7,45,0,0,2,0,0,1,0,0,0,0,0,0
416,2016,Maharashtra,27,Hingoli,477,Hingoli,19,0,14,3,63,2,89,0,10,0,0,1,0,0,0,0,0,1,0
417,2016,Maharashtra,27,Jalgaon,478,Jalgaon,63,2,87,3,271,11,319,0,0,1,0,0,3,0,0,0,0,0,2
418,2016,Maharashtra,27,Jalna,479,Jalna,51,0,46,14,219,0,216,0,12,0,0,0,1,0,0,0,0,0,0
419,2016,Maharashtra,27,Kolhapur,480,Kolhapur,97,0,133,7,177,8,100,0,13,0,0,0,8,0,0,0,0,0,0
420,2016,Maharashtra,27,Latur,481,Latur,50,0,102,5,138,1,204,0,23,0,0,0,2,0,0,0,0,0,0
421,2016,Maharashtra,27,Mumbai,482,Mumbai Commr.,712,1,1142,12,2183,425,587,0,27,2,0,0,26,0,0,0,0,0,11
422,2016,Maharashtra,27,Mumbai,482,Mumbai Railway,9,0,17,0,74,6,0,0,0,0,0,0,0,0,0,0,0,0,0
423,2016,Maharashtra,27,Nagpur,484,Nagpur Commr.,171,0,368,6,411,4,248,0,32,5,0,0,125,1,0,0,0,3,2
424,2016,Maharashtra,27,Nagpur,484,Nagpur Railway,2,0,10,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0
425,2016,Maharashtra,27,Nagpur,484,Nagpur Rural,66,0,81,1,175,13,61,0,28,1,0,0,0,0,0,0,0,0,0
426,2016,Maharashtra,27,Nanded,485,Nanded,66,0,76,17,191,5,245,0,35,0,0,0,2,0,0,0,0,1,0
427,2016,Maharashtra,27,Nandurbar,486,Nandurbar,32,0,31,0,55,6,66,0,11,0,0,0,1,0,0,0,0,0,1
428,2016,Maharashtra,27,Nashik,487,Nasik Commr.,30,0,137,3,113,3,231,0,30,0,0,0,13,0,0,0,0,0,0
429,2016,Maharashtra,27,Nashik,487,Nasik Rural,89,0,163,14,257,5,250,0,0,0,0,0,1,0,0,0,0,0,0
430,2016,Maharashtra,27,Mumbai Suburban,483,Navi Mumbai,139,0,174,6,189,18,103,0,20,0,0,0,20,0,0,0,0,0,6
431,2016,Maharashtra,27,Osmanabad,488,Osmanabad,45,0,41,22,118,0,95,0,7,0,0,0,2,0,0,0,0,0,0
432,2016,Maharashtra,27,Palghar,665,Palghar,156,0,279,1,190,19,58,0,17,0,0,0,2,0,0,0,0,1,1
433,2016,Maharashtra,27,Parbhani,489,Parbhani,38,0,49,9,156,0,184,0,13,1,0,0,0,0,0,0,0,0,0
434,2016,Maharashtra,27,Pune,490,Pune Commr.,354,0,577,10,661,56,379,1,38,0,0,0,34,1,0,0,0,0,2
435,2016,Maharashtra,27,Pune,490,Pune Railway,4,0,4,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0
436,2016,Maharashtra,27,Pune,490,Pune Rural,157,1,309,3,478,13,220,0,36,0,0,0,9,0,0,0,0,0,2
437,2016,Maharashtra,27,Raigad,491,Raigad,55,2,53,0,111,15,40,0,9,0,0,0,0,0,0,0,1,0,0
438,2016,Maharashtra,27,Ratnagiri,492,Ratnagiri,45,0,48,1,86,14,27,0,2,0,0,0,0,0,0,0,0,0,0
439,2016,Maharashtra,27,Sangli,493,Sangli,79,0,119,11,189,4,95,0,28,0,0,0,5,0,0,0,0,1,0
440,2016,Maharashtra,27,Satara,494,Satara,104,0,165,4,289,21,139,0,26,0,0,1,2,0,0,0,0,3,0
441,2016,Maharashtra,27,Sindhudurg,495,Sindhudurg,13,0,21,1,57,3,7,0,2,0,0,0,0,0,0,0,0,0,0
442,2016,Maharashtra,27,Solapur,496,Solapur Commr.,51,0,51,3,84,10,83,0,4,0,0,0,0,0,0,0,0,0,0
443,2016,Maharashtra,27,Solapur,496,Solapur Rural,110,0,111,4,255,1,131,0,42,0,0,0,12,0,0,0,1,0,1
444,2016,Maharashtra,27,Thane,497,Thane Commr.,224,0,489,5,458,49,327,0,15,0,0,0,14,0,0,0,0,0,1
445,2016,Maharashtra,27,Thane,497,Thane Rural,95,0,127,2,164,8,121,0,19,0,0,0,10,0,0,0,0,0,4
446,2016,Maharashtra,27,Wardha,498,Wardha,50,1,76,2,167,2,56,0,13,7,0,0,0,0,0,0,0,0,1
447,2016,Maharashtra,27,Washim,499,Washim,27,0,38,1,100,0,116,0,0,3,0,0,0,0,0,0,0,0,0
448,2016,Maharashtra,27,Yavatmal,500,Yavatmal,91,0,88,5,352,39,277,0,6,5,0,0,0,0,0,0,0,0,0
449,2016,Manipur,14,Bishnupur,252,Bishnupur,7,0,20,0,9,3,5,0,0,0,0,0,0,0,0,0,0,0,0
450,2016,Manipur,14,Chandel,253,Chandel,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
451,2016,Manipur,14,Churachandpur,254,Churachandpur,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
452,2016,Manipur,14,Imphal West,256,C. I. D.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,2016,Manipur,14,Imphal East,255,Imphal East,9,0,22,0,14,0,9,0,0,0,0,0,0,0,0,0,0,0,0
454,2016,Manipur,14,Imphal West,256,Imphal West,21,1,29,0,37,1,6,0,0,0,0,0,0,0,0,0,0,1,0
455,2016,Manipur,14,Senapati,257,Senapati,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,2016,Manipur,14,Tamenglong,258,Tamenglong,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,2016,Manipur,14,Thoubal,259,Thoubal,14,1,18,0,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0
458,2016,Manipur,14,Ukhrul,260,Ukhrul,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,2016,Meghalaya,17,East Garo Hills,273,Garo Hills East,3,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
460,2016,Meghalaya,17,North Garo Hills,656,Garo Hills North,8,0,8,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
461,2016,Meghalaya,17,South Garo Hills,277,Garo Hills South,4,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,2016,Meghalaya,17,South West Garo Hills,663,Garo Hills South West,2,0,5,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
463,2016,Meghalaya,17,West Garo Hills,278,Garo Hills West,15,4,7,0,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0
464,2016,Meghalaya,17,West Jaintia Hills,275,Jaintia Hills West,27,1,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,2016,Meghalaya,17,East Jaintia Hills,657,Jaintia Hills East,17,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,2016,Meghalaya,17,East Khasi Hills,274,Khasi Hills East,56,1,7,0,30,13,10,0,0,0,0,0,2,0,0,0,0,1,0
467,2016,Meghalaya,17,South West Khasi Hills,658,Khasi Hills South West,8,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
468,2016,Meghalaya,17,West Khasi Hills,279,Khasi Hills West,22,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
469,2016,Meghalaya,17,Ri Bhoi,276,Ri-Bhoi,28,8,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
470,2016,Mizoram,15,Aizawl,261,Aizawl,5,0,2,0,33,0,13,0,0,0,0,0,2,0,0,0,0,0,0
471,2016,Mizoram,15,Champhai,262,Champhai,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
